company_name,normalized_company_name,industry_name,normalized_industry_name,sub_industry,country,source,confidence_score,verified
Aeon Co. Ltd.,aeon co ltd,Retail,retail,Retail Chain,Japan,Verified Real Company Database,100,True
Takeda Pharmaceutical Company,takeda pharmaceutical company,Healthcare,healthcare,Pharmaceuticals,Japan,Verified Real Company Database,100,True
Astellas Pharma Inc.,astellas pharma inc,Healthcare,healthcare,Pharmaceuticals,Japan,Verified Real Company Database,100,True
Daiichi Sankyo Company,daiichi sankyo company,Healthcare,healthcare,Pharmaceuticals,Japan,Verified Real Company Database,100,True
Eisai Co. Ltd.,eisai co ltd,Healthcare,healthcare,Pharmaceuticals,Japan,Verified Real Company Database,100,True
Otsuka Holdings Co. Ltd.,otsuka holdings co ltd,Healthcare,healthcare,Pharmaceuticals,Japan,Verified Real Company Database,100,True
Olympus Corporation,olympus corporation,Healthcare,healthcare,Medical Devices,Japan,Verified Real Company Database,100,True
Terumo Corporation,terumo corporation,Healthcare,healthcare,Medical Devices,Japan,Verified Real Company Database,100,True
Kyocera Corporation,kyocera corporation,Technology,technology,Electronics,Japan,Verified Real Company Database,100,True
TDK Corporation,tdk corporation,Technology,technology,Electronic Components,Japan,Verified Real Company Database,100,True
Murata Manufacturing Co. Ltd.,murata manufacturing co ltd,Technology,technology,Electronic Components,Japan,Verified Real Company Database,100,True
Keyence Corporation,keyence corporation,Technology,technology,Sensors & Automation,Japan,Verified Real Company Database,100,True
Fanuc Corporation,fanuc corporation,Manufacturing,manufacturing,Robotics,Japan,Verified Real Company Database,100,True
Komatsu Ltd.,komatsu ltd,Manufacturing,manufacturing,Construction Equipment,Japan,Verified Real Company Database,100,True
Kubota Corporation,kubota corporation,Manufacturing,manufacturing,Agricultural Equipment,Japan,Verified Real Company Database,100,True
Mazda Motor Corporation,mazda motor corporation,Automotive,automotive,Automobile Manufacturing,Japan,Verified Real Company Database,100,True
Suzuki Motor Corporation,suzuki motor corporation,Automotive,automotive,Automobile Manufacturing,Japan,Verified Real Company Database,100,True
Subaru Corporation,subaru corporation,Automotive,automotive,Automobile Manufacturing,Japan,Verified Real Company Database,100,True
Yamaha Corporation,yamaha corporation,Manufacturing,manufacturing,Musical Instruments,Japan,Verified Real Company Database,100,True
Yamaha Motor Co. Ltd.,yamaha motor co ltd,Automotive,automotive,Motorcycles,Japan,Verified Real Company Database,100,True
Kawasaki Heavy Industries,kawasaki heavy industries,Manufacturing,manufacturing,Heavy Machinery,Japan,Verified Real Company Database,100,True
IHI Corporation,ihi corporation,Manufacturing,manufacturing,Heavy Machinery,Japan,Verified Real Company Database,100,True
JFE Holdings Inc.,jfe holdings inc,Manufacturing,manufacturing,Steel Production,Japan,Verified Real Company Database,100,True
Nippon Steel Corporation,nippon steel corporation,Manufacturing,manufacturing,Steel Production,Japan,Verified Real Company Database,100,True
Sumitomo Metal Mining Co. Ltd.,sumitomo metal mining co ltd,Mining,mining,Metals & Mining,Japan,Verified Real Company Database,100,True
INPEX Corporation,inpex corporation,Energy,energy,Oil & Gas,Japan,Verified Real Company Database,100,True
JXTG Holdings Inc.,jxtg holdings inc,Energy,energy,Oil Refining,Japan,Verified Real Company Database,100,True
Chubu Electric Power Co.,chubu electric power co,Energy,energy,Utilities,Japan,Verified Real Company Database,100,True
Tokyo Electric Power Co.,tokyo electric power co,Energy,energy,Utilities,Japan,Verified Real Company Database,100,True
Kansai Electric Power Co.,kansai electric power co,Energy,energy,Utilities,Japan,Verified Real Company Database,100,True
ANA Holdings Inc.,ana holdings inc,Aviation,aviation,Airlines,Japan,Verified Real Company Database,100,True
Japan Airlines Co. Ltd.,japan airlines co ltd,Aviation,aviation,Airlines,Japan,Verified Real Company Database,100,True
East Japan Railway Company,east japan railway company,Transportation,transportation,Rail Transport,Japan,Verified Real Company Database,100,True
Central Japan Railway Company,central japan railway company,Transportation,transportation,Rail Transport,Japan,Verified Real Company Database,100,True
West Japan Railway Company,west japan railway company,Transportation,transportation,Rail Transport,Japan,Verified Real Company Database,100,True
Mitsui O.S.K. Lines Ltd.,mitsui osk lines ltd,Transportation,transportation,Shipping,Japan,Verified Real Company Database,100,True
Nippon Yusen K.K.,nippon yusen kk,Transportation,transportation,Shipping,Japan,Verified Real Company Database,100,True
Kawasaki Kisen Kaisha Ltd.,kawasaki kisen kaisha ltd,Transportation,transportation,Shipping,Japan,Verified Real Company Database,100,True
Nitori Holdings Co. Ltd.,nitori holdings co ltd,Retail,retail,Furniture Retail,Japan,Verified Real Company Database,100,True
Don Quijote Holdings Co.,don quijote holdings co,Retail,retail,Discount Stores,Japan,Verified Real Company Database,100,True
Isetan Mitsukoshi Holdings,isetan mitsukoshi holdings,Retail,retail,Department Stores,Japan,Verified Real Company Database,100,True
Lawson Inc.,lawson inc,Retail,retail,Convenience Stores,Japan,Verified Real Company Database,100,True
FamilyMart Co. Ltd.,familymart co ltd,Retail,retail,Convenience Stores,Japan,Verified Real Company Database,100,True
Suntory Holdings Limited,suntory holdings limited,FMCG,fmcg,Beverages,Japan,Verified Real Company Database,100,True
Asahi Group Holdings Ltd.,asahi group holdings ltd,FMCG,fmcg,Beverages,Japan,Verified Real Company Database,100,True
Kirin Holdings Company Ltd.,kirin holdings company ltd,FMCG,fmcg,Beverages,Japan,Verified Real Company Database,100,True
Ajinomoto Co. Inc.,ajinomoto co inc,FMCG,fmcg,Food Products,Japan,Verified Real Company Database,100,True
Nissin Foods Holdings Co.,nissin foods holdings co,FMCG,fmcg,Food Products,Japan,Verified Real Company Database,100,True
Kao Corporation,kao corporation,FMCG,fmcg,Consumer Goods,Japan,Verified Real Company Database,100,True
Shiseido Company Limited,shiseido company limited,FMCG,fmcg,Cosmetics,Japan,Verified Real Company Database,100,True
Unicharm Corporation,unicharm corporation,FMCG,fmcg,Consumer Goods,Japan,Verified Real Company Database,100,True
Bridgestone Corporation,bridgestone corporation,Automotive,automotive,Tyre Manufacturing,Japan,Verified Real Company Database,100,True
Sumitomo Rubber Industries,sumitomo rubber industries,Automotive,automotive,Tyre Manufacturing,Japan,Verified Real Company Database,100,True
Denso Corporation,denso corporation,Automotive,automotive,Auto Components,Japan,Verified Real Company Database,100,True
Aisin Seiki Co. Ltd.,aisin seiki co ltd,Automotive,automotive,Auto Components,Japan,Verified Real Company Database,100,True
Takata Corporation,takata corporation,Automotive,automotive,Auto Components,Japan,Verified Real Company Database,100,True
Nintendo Co. Ltd.,nintendo co ltd,Technology,technology,Gaming,Japan,Verified Real Company Database,100,True
Bandai Namco Holdings Inc.,bandai namco holdings inc,Technology,technology,Gaming & Entertainment,Japan,Verified Real Company Database,100,True
Capcom Co. Ltd.,capcom co ltd,Technology,technology,Gaming,Japan,Verified Real Company Database,100,True
Square Enix Holdings Co.,square enix holdings co,Technology,technology,Gaming,Japan,Verified Real Company Database,100,True
Konami Holdings Corporation,konami holdings corporation,Technology,technology,Gaming,Japan,Verified Real Company Database,100,True
Dentsu Inc.,dentsu inc,Media,media,Advertising,Japan,Verified Real Company Database,100,True
Hakuhodo DY Holdings Inc.,hakuhodo dy holdings inc,Media,media,Advertising,Japan,Verified Real Company Database,100,True
Alibaba Group Holding Limited,alibaba group holding limited,E-commerce,ecommerce,Online Retail,China,Verified Real Company Database,100,True
Tencent Holdings Limited,tencent holdings limited,Technology,technology,Internet Services,China,Verified Real Company Database,100,True
Huawei Technologies Co. Ltd.,huawei technologies co ltd,Technology,technology,Telecommunications,China,Verified Real Company Database,100,True
China Mobile Limited,china mobile limited,Telecommunications,telecommunications,Telecom Services,China,Verified Real Company Database,100,True
Industrial and Commercial Bank of China,industrial and commercial bank of china,Banking,banking,Commercial Banking,China,Verified Real Company Database,100,True
China Construction Bank,china construction bank,Banking,banking,Commercial Banking,China,Verified Real Company Database,100,True
Agricultural Bank of China,agricultural bank of china,Banking,banking,Commercial Banking,China,Verified Real Company Database,100,True
Bank of China,bank of china,Banking,banking,Commercial Banking,China,Verified Real Company Database,100,True
Ping An Insurance Group,ping an insurance group,Financial Services,financial services,Insurance,China,Verified Real Company Database,100,True
China Life Insurance Company,china life insurance company,Financial Services,financial services,Insurance,China,Verified Real Company Database,100,True
PetroChina Company Limited,petrochina company limited,Energy,energy,Oil & Gas,China,Verified Real Company Database,100,True
Sinopec Group,sinopec group,Energy,energy,Oil & Gas,China,Verified Real Company Database,100,True
China National Offshore Oil Corporation,china national offshore oil corporation,Energy,energy,Oil & Gas,China,Verified Real Company Database,100,True
State Grid Corporation of China,state grid corporation of china,Energy,energy,Utilities,China,Verified Real Company Database,100,True
China Railway Engineering Corporation,china railway engineering corporation,Infrastructure,infrastructure,Construction,China,Verified Real Company Database,100,True
China Railway Construction Corporation,china railway construction corporation,Infrastructure,infrastructure,Construction,China,Verified Real Company Database,100,True
China State Construction Engineering,china state construction engineering,Infrastructure,infrastructure,Construction,China,Verified Real Company Database,100,True
Xiaomi Corporation,xiaomi corporation,Technology,technology,Consumer Electronics,China,Verified Real Company Database,100,True
Lenovo Group Limited,lenovo group limited,Technology,technology,Computer Hardware,China,Verified Real Company Database,100,True
BYD Company Limited,byd company limited,Automotive,automotive,Electric Vehicles,China,Verified Real Company Database,100,True
Geely Automobile Holdings,geely automobile holdings,Automotive,automotive,Automobile Manufacturing,China,Verified Real Company Database,100,True
SAIC Motor Corporation,saic motor corporation,Automotive,automotive,Automobile Manufacturing,China,Verified Real Company Database,100,True
Great Wall Motors Company,great wall motors company,Automotive,automotive,Automobile Manufacturing,China,Verified Real Company Database,100,True
NIO Inc.,nio inc,Automotive,automotive,Electric Vehicles,China,Verified Real Company Database,100,True
Li Auto Inc.,li auto inc,Automotive,automotive,Electric Vehicles,China,Verified Real Company Database,100,True
XPeng Inc.,xpeng inc,Automotive,automotive,Electric Vehicles,China,Verified Real Company Database,100,True
China Merchants Bank,china merchants bank,Banking,banking,Commercial Banking,China,Verified Real Company Database,100,True
China Minsheng Banking Corp.,china minsheng banking corp,Banking,banking,Commercial Banking,China,Verified Real Company Database,100,True
CITIC Group Corporation,citic group corporation,Conglomerate,conglomerate,Diversified,China,Verified Real Company Database,100,True
China Resources Holdings,china resources holdings,Conglomerate,conglomerate,Diversified,China,Verified Real Company Database,100,True
Baidu Inc.,baidu inc,Technology,technology,Internet Services,China,Verified Real Company Database,100,True
JD.com Inc.,jdcom inc,E-commerce,ecommerce,Online Retail,China,Verified Real Company Database,100,True
NetEase Inc.,netease inc,Technology,technology,Internet Services,China,Verified Real Company Database,100,True
Pinduoduo Inc.,pinduoduo inc,E-commerce,ecommerce,Social Commerce,China,Verified Real Company Database,100,True
Meituan,meituan,Technology,technology,Food Delivery,China,Verified Real Company Database,100,True
ByteDance (TikTok),bytedance tiktok,Technology,technology,Social Media,China,Verified Real Company Database,100,True
Didi Chuxing,didi chuxing,Technology,technology,Ride Hailing,China,Verified Real Company Database,100,True
China Telecom Corporation,china telecom corporation,Telecommunications,telecommunications,Telecom Services,China,Verified Real Company Database,100,True
China Unicom,china unicom,Telecommunications,telecommunications,Telecom Services,China,Verified Real Company Database,100,True
ZTE Corporation,zte corporation,Technology,technology,Telecommunications Equipment,China,Verified Real Company Database,100,True
China Southern Airlines,china southern airlines,Aviation,aviation,Airlines,China,Verified Real Company Database,100,True
China Eastern Airlines,china eastern airlines,Aviation,aviation,Airlines,China,Verified Real Company Database,100,True
Air China Limited,air china limited,Aviation,aviation,Airlines,China,Verified Real Company Database,100,True
CRRC Corporation Limited,crrc corporation limited,Manufacturing,manufacturing,Railway Equipment,China,Verified Real Company Database,100,True
COMAC (Commercial Aircraft Corporation),comac commercial aircraft corporation,Aerospace,aerospace,Aircraft Manufacturing,China,Verified Real Company Database,100,True
Semiconductor Manufacturing International,semiconductor manufacturing international,Technology,technology,Semiconductors,China,Verified Real Company Database,100,True
BOE Technology Group,boe technology group,Technology,technology,Display Technology,China,Verified Real Company Database,100,True
China National Building Material,china national building material,Manufacturing,manufacturing,Building Materials,China,Verified Real Company Database,100,True
Angang Steel Company,angang steel company,Manufacturing,manufacturing,Steel Production,China,Verified Real Company Database,100,True
Baoshan Iron & Steel,baoshan iron steel,Manufacturing,manufacturing,Steel Production,China,Verified Real Company Database,100,True
China Shenhua Energy Company,china shenhua energy company,Energy,energy,Coal Mining,China,Verified Real Company Database,100,True
Wuliangye Yibin Co. Ltd.,wuliangye yibin co ltd,FMCG,fmcg,Alcoholic Beverages,China,Verified Real Company Database,100,True
Kweichow Moutai Co. Ltd.,kweichow moutai co ltd,FMCG,fmcg,Alcoholic Beverages,China,Verified Real Company Database,100,True
Yili Group,yili group,FMCG,fmcg,Dairy Products,China,Verified Real Company Database,100,True
Mengniu Dairy Company,mengniu dairy company,FMCG,fmcg,Dairy Products,China,Verified Real Company Database,100,True
DBS Group Holdings Ltd,dbs group holdings ltd,Banking,banking,Commercial Banking,Singapore,Verified Real Company Database,100,True
Singapore Airlines Limited,singapore airlines limited,Aviation,aviation,Airlines,Singapore,Verified Real Company Database,100,True
Singapore Telecommunications Limited,singapore telecommunications limited,Telecommunications,telecommunications,Telecom Services,Singapore,Verified Real Company Database,100,True
United Overseas Bank Limited,united overseas bank limited,Banking,banking,Commercial Banking,Singapore,Verified Real Company Database,100,True
Oversea-Chinese Banking Corporation,oversea chinese banking corporation,Banking,banking,Commercial Banking,Singapore,Verified Real Company Database,100,True
Wilmar International Limited,wilmar international limited,FMCG,fmcg,Agribusiness,Singapore,Verified Real Company Database,100,True
CapitaLand Limited,capitaland limited,Real Estate,real estate,Property Development,Singapore,Verified Real Company Database,100,True
Keppel Corporation Limited,keppel corporation limited,Conglomerate,conglomerate,Diversified,Singapore,Verified Real Company Database,100,True
Sembcorp Industries Ltd,sembcorp industries ltd,Conglomerate,conglomerate,Utilities & Marine,Singapore,Verified Real Company Database,100,True
Singapore Exchange Limited,singapore exchange limited,Financial Services,financial services,Stock Exchange,Singapore,Verified Real Company Database,100,True
Grab Holdings Limited,grab holdings limited,Technology,technology,Ride Hailing,Singapore,Verified Real Company Database,100,True
Sea Limited (Shopee),sea limited shopee,E-commerce,ecommerce,Online Retail,Singapore,Verified Real Company Database,100,True
Jardine Matheson Holdings,jardine matheson holdings,Conglomerate,conglomerate,Diversified,Singapore,Verified Real Company Database,100,True
Mapletree Logistics Trust,mapletree logistics trust,Real Estate,real estate,Logistics REITs,Singapore,Verified Real Company Database,100,True
Ascendas Real Estate Investment Trust,ascendas real estate investment trust,Real Estate,real estate,Industrial REITs,Singapore,Verified Real Company Database,100,True
Olam International Limited,olam international limited,FMCG,fmcg,Agribusiness,Singapore,Verified Real Company Database,100,True
ComfortDelGro Corporation,comfortdelgro corporation,Transportation,transportation,Land Transport,Singapore,Verified Real Company Database,100,True
ST Engineering,st engineering,Aerospace,aerospace,Defense & Engineering,Singapore,Verified Real Company Database,100,True
AIA Group Limited,aia group limited,Financial Services,financial services,Insurance,Hong Kong,Verified Real Company Database,100,True
Hong Kong Exchanges and Clearing,hong kong exchanges and clearing,Financial Services,financial services,Stock Exchange,Hong Kong,Verified Real Company Database,100,True
CLP Holdings Limited,clp holdings limited,Energy,energy,Utilities,Hong Kong,Verified Real Company Database,100,True
Hang Seng Bank,hang seng bank,Banking,banking,Commercial Banking,Hong Kong,Verified Real Company Database,100,True
Sun Hung Kai Properties,sun hung kai properties,Real Estate,real estate,Property Development,Hong Kong,Verified Real Company Database,100,True
Henderson Land Development,henderson land development,Real Estate,real estate,Property Development,Hong Kong,Verified Real Company Database,100,True
New World Development,new world development,Real Estate,real estate,Property Development,Hong Kong,Verified Real Company Database,100,True
Swire Pacific Limited,swire pacific limited,Conglomerate,conglomerate,Diversified,Hong Kong,Verified Real Company Database,100,True
Cathay Pacific Airways,cathay pacific airways,Aviation,aviation,Airlines,Hong Kong,Verified Real Company Database,100,True
MTR Corporation Limited,mtr corporation limited,Transportation,transportation,Rail Transport,Hong Kong,Verified Real Company Database,100,True
CK Hutchison Holdings,ck hutchison holdings,Conglomerate,conglomerate,Diversified,Hong Kong,Verified Real Company Database,100,True
CK Asset Holdings Limited,ck asset holdings limited,Real Estate,real estate,Property Development,Hong Kong,Verified Real Company Database,100,True
Link REIT,link reit,Real Estate,real estate,Retail REITs,Hong Kong,Verified Real Company Database,100,True
Taiwan Semiconductor Manufacturing Company (TSMC),taiwan semiconductor manufacturing company tsmc,Technology,technology,Semiconductors,Taiwan,Verified Real Company Database,100,True
Hon Hai Precision Industry (Foxconn),hon hai precision industry foxconn,Technology,technology,Electronics Manufacturing,Taiwan,Verified Real Company Database,100,True
MediaTek Inc.,mediatek inc,Technology,technology,Semiconductors,Taiwan,Verified Real Company Database,100,True
United Microelectronics Corporation,united microelectronics corporation,Technology,technology,Semiconductors,Taiwan,Verified Real Company Database,100,True
Delta Electronics Inc.,delta electronics inc,Technology,technology,Power Electronics,Taiwan,Verified Real Company Database,100,True
ASE Technology Holding,ase technology holding,Technology,technology,Semiconductor Packaging,Taiwan,Verified Real Company Database,100,True
Pegatron Corporation,pegatron corporation,Technology,technology,Electronics Manufacturing,Taiwan,Verified Real Company Database,100,True
Quanta Computer Inc.,quanta computer inc,Technology,technology,Electronics Manufacturing,Taiwan,Verified Real Company Database,100,True
Compal Electronics Inc.,compal electronics inc,Technology,technology,Electronics Manufacturing,Taiwan,Verified Real Company Database,100,True
Wistron Corporation,wistron corporation,Technology,technology,Electronics Manufacturing,Taiwan,Verified Real Company Database,100,True
HTC Corporation,htc corporation,Technology,technology,Consumer Electronics,Taiwan,Verified Real Company Database,100,True
Acer Inc.,acer inc,Technology,technology,Computer Hardware,Taiwan,Verified Real Company Database,100,True
ASUS,asus,Technology,technology,Computer Hardware,Taiwan,Verified Real Company Database,100,True
MSI (Micro-Star International),msi micro star international,Technology,technology,Computer Hardware,Taiwan,Verified Real Company Database,100,True
Gigabyte Technology,gigabyte technology,Technology,technology,Computer Hardware,Taiwan,Verified Real Company Database,100,True
Cathay Financial Holding Co.,cathay financial holding co,Financial Services,financial services,Insurance,Taiwan,Verified Real Company Database,100,True
Fubon Financial Holding Co.,fubon financial holding co,Financial Services,financial services,Insurance,Taiwan,Verified Real Company Database,100,True
CTBC Financial Holding Co.,ctbc financial holding co,Financial Services,financial services,Banking,Taiwan,Verified Real Company Database,100,True
Taiwan Mobile Co. Ltd.,taiwan mobile co ltd,Telecommunications,telecommunications,Telecom Services,Taiwan,Verified Real Company Database,100,True
Chunghwa Telecom Co. Ltd.,chunghwa telecom co ltd,Telecommunications,telecommunications,Telecom Services,Taiwan,Verified Real Company Database,100,True
Far EasTone Telecommunications,far eastone telecommunications,Telecommunications,telecommunications,Telecom Services,Taiwan,Verified Real Company Database,100,True
Formosa Plastics Corporation,formosa plastics corporation,Chemicals,chemicals,Petrochemicals,Taiwan,Verified Real Company Database,100,True
Nan Ya Plastics Corporation,nan ya plastics corporation,Chemicals,chemicals,Plastics,Taiwan,Verified Real Company Database,100,True
China Steel Corporation,china steel corporation,Manufacturing,manufacturing,Steel Production,Taiwan,Verified Real Company Database,100,True
EVA Airways Corporation,eva airways corporation,Aviation,aviation,Airlines,Taiwan,Verified Real Company Database,100,True
China Airlines,china airlines,Aviation,aviation,Airlines,Taiwan,Verified Real Company Database,100,True
PTT Public Company Limited,ptt public company limited,Energy,energy,Oil & Gas,Thailand,Verified Real Company Database,100,True
CP ALL Public Company Limited,cp all public company limited,Retail,retail,Convenience Stores,Thailand,Verified Real Company Database,100,True
Charoen Pokphand Foods PCL,charoen pokphand foods pcl,FMCG,fmcg,Food Products,Thailand,Verified Real Company Database,100,True
Bangkok Bank PCL,bangkok bank pcl,Banking,banking,Commercial Banking,Thailand,Verified Real Company Database,100,True
Kasikornbank PCL,kasikornbank pcl,Banking,banking,Commercial Banking,Thailand,Verified Real Company Database,100,True
Siam Commercial Bank PCL,siam commercial bank pcl,Banking,banking,Commercial Banking,Thailand,Verified Real Company Database,100,True
Advanced Info Service PCL,advanced info service pcl,Telecommunications,telecommunications,Telecom Services,Thailand,Verified Real Company Database,100,True
True Corporation PCL,true corporation pcl,Telecommunications,telecommunications,Telecom Services,Thailand,Verified Real Company Database,100,True
Siam Cement Public Company,siam cement public company,Manufacturing,manufacturing,Cement & Building Materials,Thailand,Verified Real Company Database,100,True
Thai Beverage PCL,thai beverage pcl,FMCG,fmcg,Beverages,Thailand,Verified Real Company Database,100,True
Thai Airways International PCL,thai airways international pcl,Aviation,aviation,Airlines,Thailand,Verified Real Company Database,100,True
Bangkok Dusit Medical Services,bangkok dusit medical services,Healthcare,healthcare,Hospital Operator,Thailand,Verified Real Company Database,100,True
Central Pattana PCL,central pattana pcl,Real Estate,real estate,Shopping Malls,Thailand,Verified Real Company Database,100,True
Land and Houses PCL,land and houses pcl,Real Estate,real estate,Property Development,Thailand,Verified Real Company Database,100,True
Airports of Thailand PCL,airports of thailand pcl,Infrastructure,infrastructure,Airport Operations,Thailand,Verified Real Company Database,100,True
Maybank (Malayan Banking Berhad),maybank malayan banking berhad,Banking,banking,Commercial Banking,Malaysia,Verified Real Company Database,100,True
Public Bank Berhad,public bank berhad,Banking,banking,Commercial Banking,Malaysia,Verified Real Company Database,100,True
CIMB Group Holdings Berhad,cimb group holdings berhad,Banking,banking,Commercial Banking,Malaysia,Verified Real Company Database,100,True
Petronas (Petroliam Nasional Berhad),petronas petroliam nasional berhad,Energy,energy,Oil & Gas,Malaysia,Verified Real Company Database,100,True
Tenaga Nasional Berhad,tenaga nasional berhad,Energy,energy,Utilities,Malaysia,Verified Real Company Database,100,True
Maxis Berhad,maxis berhad,Telecommunications,telecommunications,Telecom Services,Malaysia,Verified Real Company Database,100,True
Axiata Group Berhad,axiata group berhad,Telecommunications,telecommunications,Telecom Services,Malaysia,Verified Real Company Database,100,True
Digi Telecommunications,digi telecommunications,Telecommunications,telecommunications,Telecom Services,Malaysia,Verified Real Company Database,100,True
Sime Darby Berhad,sime darby berhad,Conglomerate,conglomerate,Diversified,Malaysia,Verified Real Company Database,100,True
Genting Berhad,genting berhad,Entertainment,entertainment,Gaming & Hospitality,Malaysia,Verified Real Company Database,100,True
AirAsia Group Berhad,airasia group berhad,Aviation,aviation,Airlines,Malaysia,Verified Real Company Database,100,True
Malaysia Airlines Berhad,malaysia airlines berhad,Aviation,aviation,Airlines,Malaysia,Verified Real Company Database,100,True
YTL Corporation Berhad,ytl corporation berhad,Conglomerate,conglomerate,Diversified,Malaysia,Verified Real Company Database,100,True
IOI Corporation Berhad,ioi corporation berhad,FMCG,fmcg,Palm Oil,Malaysia,Verified Real Company Database,100,True
Top Glove Corporation Berhad,top glove corporation berhad,Healthcare,healthcare,Medical Gloves,Malaysia,Verified Real Company Database,100,True
Bank Central Asia (BCA),bank central asia bca,Banking,banking,Commercial Banking,Indonesia,Verified Real Company Database,100,True
Bank Mandiri,bank mandiri,Banking,banking,Commercial Banking,Indonesia,Verified Real Company Database,100,True
Bank Rakyat Indonesia (BRI),bank rakyat indonesia bri,Banking,banking,Commercial Banking,Indonesia,Verified Real Company Database,100,True
Bank Negara Indonesia (BNI),bank negara indonesia bni,Banking,banking,Commercial Banking,Indonesia,Verified Real Company Database,100,True
Telkom Indonesia,telkom indonesia,Telecommunications,telecommunications,Telecom Services,Indonesia,Verified Real Company Database,100,True
Astra International,astra international,Conglomerate,conglomerate,Diversified,Indonesia,Verified Real Company Database,100,True
Unilever Indonesia,unilever indonesia,FMCG,fmcg,Consumer Goods,Indonesia,Verified Real Company Database,100,True
Indofood Sukses Makmur,indofood sukses makmur,FMCG,fmcg,Food Products,Indonesia,Verified Real Company Database,100,True
GoTo Group (Gojek + Tokopedia),goto group gojek tokopedia,Technology,technology,Ride Hailing & E-commerce,Indonesia,Verified Real Company Database,100,True
Bukalapak,bukalapak,E-commerce,ecommerce,Online Marketplace,Indonesia,Verified Real Company Database,100,True
Pertamina,pertamina,Energy,energy,Oil & Gas,Indonesia,Verified Real Company Database,100,True
PLN (Perusahaan Listrik Negara),pln perusahaan listrik negara,Energy,energy,Utilities,Indonesia,Verified Real Company Database,100,True
Garuda Indonesia,garuda indonesia,Aviation,aviation,Airlines,Indonesia,Verified Real Company Database,100,True
Semen Indonesia (Persero),semen indonesia persero,Cement,cement,Cement Production,Indonesia,Verified Real Company Database,100,True
Gudang Garam,gudang garam,FMCG,fmcg,Tobacco,Indonesia,Verified Real Company Database,100,True
SM Prime Holdings Inc.,sm prime holdings inc,Real Estate,real estate,Shopping Malls,Philippines,Verified Real Company Database,100,True
Ayala Corporation,ayala corporation,Conglomerate,conglomerate,Diversified,Philippines,Verified Real Company Database,100,True
SM Investments Corporation,sm investments corporation,Conglomerate,conglomerate,Diversified,Philippines,Verified Real Company Database,100,True
BDO Unibank Inc.,bdo unibank inc,Banking,banking,Commercial Banking,Philippines,Verified Real Company Database,100,True
Metropolitan Bank & Trust Company,metropolitan bank trust company,Banking,banking,Commercial Banking,Philippines,Verified Real Company Database,100,True
Bank of the Philippine Islands,bank of the philippine islands,Banking,banking,Commercial Banking,Philippines,Verified Real Company Database,100,True
PLDT Inc.,pldt inc,Telecommunications,telecommunications,Telecom Services,Philippines,Verified Real Company Database,100,True
Globe Telecom Inc.,globe telecom inc,Telecommunications,telecommunications,Telecom Services,Philippines,Verified Real Company Database,100,True
Jollibee Foods Corporation,jollibee foods corporation,Food & Beverage,food beverage,Fast Food,Philippines,Verified Real Company Database,100,True
Manila Electric Company (Meralco),manila electric company meralco,Energy,energy,Utilities,Philippines,Verified Real Company Database,100,True
Philippine Airlines,philippine airlines,Aviation,aviation,Airlines,Philippines,Verified Real Company Database,100,True
Cebu Pacific Air,cebu pacific air,Aviation,aviation,Airlines,Philippines,Verified Real Company Database,100,True
Universal Robina Corporation,universal robina corporation,FMCG,fmcg,Food Products,Philippines,Verified Real Company Database,100,True
Aboitiz Power Corporation,aboitiz power corporation,Energy,energy,Power Generation,Philippines,Verified Real Company Database,100,True
Vingroup JSC,vingroup jsc,Conglomerate,conglomerate,Diversified,Vietnam,Verified Real Company Database,100,True
Vietcombank,vietcombank,Banking,banking,Commercial Banking,Vietnam,Verified Real Company Database,100,True
BIDV (Bank for Investment and Development of Vietnam),bidv bank for investment and development of vietnam,Banking,banking,Commercial Banking,Vietnam,Verified Real Company Database,100,True
Vietinbank,vietinbank,Banking,banking,Commercial Banking,Vietnam,Verified Real Company Database,100,True
Viettel Group,viettel group,Telecommunications,telecommunications,Telecom Services,Vietnam,Verified Real Company Database,100,True
VNPT (Vietnam Posts and Telecommunications Group),vnpt vietnam posts and telecommunications group,Telecommunications,telecommunications,Telecom Services,Vietnam,Verified Real Company Database,100,True
MobiFone,mobifone,Telecommunications,telecommunications,Telecom Services,Vietnam,Verified Real Company Database,100,True
PetroVietnam,petrovietnam,Energy,energy,Oil & Gas,Vietnam,Verified Real Company Database,100,True
Electricity of Vietnam (EVN),electricity of vietnam evn,Energy,energy,Utilities,Vietnam,Verified Real Company Database,100,True
Vietnam Airlines,vietnam airlines,Aviation,aviation,Airlines,Vietnam,Verified Real Company Database,100,True
Vinamilk,vinamilk,FMCG,fmcg,Dairy Products,Vietnam,Verified Real Company Database,100,True
Masan Group Corporation,masan group corporation,FMCG,fmcg,Consumer Goods,Vietnam,Verified Real Company Database,100,True
FPT Corporation,fpt corporation,IT Services,it services,IT Services,Vietnam,Verified Real Company Database,100,True
Hoa Phat Group,hoa phat group,Manufacturing,manufacturing,Steel Production,Vietnam,Verified Real Company Database,100,True
Tata Consultancy Services (TCS),tata consultancy services tcs,IT Services,it services,Software Services,India,Verified Real Company Database,100,True
Infosys Limited,infosys limited,IT Services,it services,Software Services,India,Verified Real Company Database,100,True
Wipro Limited,wipro limited,IT Services,it services,Software Services,India,Verified Real Company Database,100,True
HCL Technologies Limited,hcl technologies limited,IT Services,it services,Software Services,India,Verified Real Company Database,100,True
